0514ea6a8afcd826cf243428e86b68e0;d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__BIrii41;g__BIrii41;
c37a41df78d745bbdd3c6aea2b5d0e06;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter;
a89ba8c5789dca858f2204ad1bbfcc67;d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__67-14;g__67-14;s__uncultured_bacterium
3b310d9f82ce4a7e6b44e87bc6632d85;d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__uncultured;g__uncultured;s__uncultured_Iamiaceae
47b6c6fb222f2df35764b58cee4ad69d;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;;
959ab19dfaa14abbf25bcfbeef142e09;d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Tepidisphaerales;f__WD2101_soil_group;g__WD2101_soil_group;
24c5a9e332afbd6abba7864d28814653;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;
65b1ca8b4119d2c2d4004c018e737e71;d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__uncultured;g__uncultured;
b8545d1170043fd66abd94d5344ba52d;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;;;
adbf92a9d9cd4682898d07d283d0c90a;d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;
82a845dc3f0a24c76e7e6033e51732fa;d__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Roseiflexaceae;g__uncultured;s__uncultured_bacterium
31458353a4378120f02715ec84a59ac1;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__mle1-7;
ad28deedfe43ef72a18ef19b4ae032d4;d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;;
e76e30291cb9470418d0a9e58b5eaefe;d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Sandaracinaceae;g__uncultured;
a61ece21526854f14d0e0f526c8ddbbc;d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__uncultured;
